Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,ISSN,ISBN,CODEN,Document Type,Publication Stage,Access Type,Source,EID
"Byun Y.-H., Qamhia I.I.A., Feng B., Tutumluer E.","42761048000;55586474700;57202717057;6603812780;","Embedded shear wave transducer for estimating stress and modulus of As-constructed unbound aggregate base layer",2018,"Construction and Building Materials","183",,,"465","471",,,"10.1016/j.conbuildmat.2018.06.072","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85049061204&doi=10.1016%2fj.conbuildmat.2018.06.072&partnerID=40&md5=ea703b6efdc466bb6fa02b46d62d5f64",09500618,,CBUME,Article,"Final",,Scopus,2-s2.0-85049061204
"Khan M.A., Hamayun M., Iqbal A., Khan S.A., Hussain A., Asaf S., Khan A.L., Yun B.-W., Lee I.-J.","57188585606;14066297100;10142205100;9636646900;35621772200;56595059900;26639372800;8245123600;16425830900;","Gibberellin application ameliorates the adverse impact of short-term flooding on Glycine Max L.",2018,"Biochemical Journal","475","18",,"2893","2905",,1,"10.1042/BCJ20180534","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85053888627&doi=10.1042%2fBCJ20180534&partnerID=40&md5=df41fdd3ff1da130fc3c079fd0745181",02646021,,BIJOA,Article,"Final",,Scopus,2-s2.0-85053888627
"Kodaira D., Yu B., Jung W., Han S.","56974393400;57204428254;57204434573;36023785800;","Optimized ESS Operation for Peak Shaving based on Probabilistic Load Prediction",2018,"International Conference on Innovative Smart Grid Technologies, ISGT Asia 2018",,,,"1199","1203",,1,"10.1109/ISGT-Asia.2018.8467980","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85055548713&doi=10.1109%2fISGT-Asia.2018.8467980&partnerID=40&md5=e00e5930b0621c506358f821ea268277",,9781538642917,,Conference Paper,"Final",,Scopus,2-s2.0-85055548713
"Ihn H.J., Lee T., Lee D., Kim J.A., Kim K., Lim S., Kim J.-Y., Lee Y., Kim S.-H., Lee H.-S., Shin H.-I., Park E.K.","56421724400;57204032003;55628709200;55991948000;57200729845;57202647759;56812734700;36062942200;47861184700;16316010200;24377179200;37071072400;","A novel benzamide derivative protects ligature-induced alveolar bone erosion by inhibiting NFATc1-mediated osteoclastogenesis",2018,"Toxicology and Applied Pharmacology","355",,,"9","17",,4,"10.1016/j.taap.2018.06.017","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85048970237&doi=10.1016%2fj.taap.2018.06.017&partnerID=40&md5=cf7e9ee894f9bbb433a57a59696e6b7b",0041008X,,TXAPA,Article,"Final",,Scopus,2-s2.0-85048970237
"Iqbal T., Lee K., Lee C.-H., Choo K.-H.","57202130500;55845961700;7410142508;7102083272;","Effective quorum quenching bacteria dose for anti-fouling strategy in membrane bioreactors utilizing fixed-sheet media",2018,"Journal of Membrane Science","562",,,"18","25",,10,"10.1016/j.memsci.2018.05.031","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85047262026&doi=10.1016%2fj.memsci.2018.05.031&partnerID=40&md5=96a340d2061eefc4e32001067f7684dd",03767388,,JMESD,Article,"Final",,Scopus,2-s2.0-85047262026
"Hien V.X., Vuong D.D., Chien N.D., Heo Y.-W.","54408588700;8306886100;12790723100;7004298542;","Shape-controlled synthesis of Ni(OH)2/NiO nanowalls by surface reaction of Ni foil in aqueous NH4OH",2018,"Materials Chemistry and Physics","217",,,"74","81",,2,"10.1016/j.matchemphys.2018.06.054","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85049302759&doi=10.1016%2fj.matchemphys.2018.06.054&partnerID=40&md5=b9f97410bf262caf9d8f0823c4090587",02540584,,MCHPD,Article,"Final",,Scopus,2-s2.0-85049302759
"Shim H.E., Mushtaq S., Song L., Lee C.H., Lee H., Jeon J.","56622211200;57207516170;57202421834;57209941075;15750846000;35082028100;","Development of a new thiol-reactive prosthetic group for site-specific labeling of biomolecules with radioactive iodine",2018,"Bioorganic and Medicinal Chemistry Letters","28","17",,"2875","2878",,3,"10.1016/j.bmcl.2018.07.028","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85050221508&doi=10.1016%2fj.bmcl.2018.07.028&partnerID=40&md5=a51123acd31f6ccbd88bbed48ea7f191",0960894X,,BMCLE,Article,"Final",,Scopus,2-s2.0-85050221508
"Pan S., Zhang J., Pan J., Ren G., Lee J., Kim H.","7402713203;57200030183;55267628800;7103325320;57203144619;55652981600;","Thermal expansion, luminescence, and scintillation properties of CaMoO4 crystals grown by the vertical Bridgman method",2018,"Journal of Crystal Growth","498",,,"56","61",,2,"10.1016/j.jcrysgro.2018.05.033","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85048150678&doi=10.1016%2fj.jcrysgro.2018.05.033&partnerID=40&md5=2f42572fe6a4c096bc69d6506b09d0af",00220248,,JCRGA,Article,"Final",,Scopus,2-s2.0-85048150678
"Lee K., Park J.-S., Iqbal T., Nahm C.H., Park P.-K., Choo K.-H.","55845961700;57204468826;57202130500;57119378200;57201965583;7102083272;","Membrane biofouling behaviors at cold temperatures in pilot-scale hollow fiber membrane bioreactors with quorum quenching",2018,"Biofouling","34","8",,"912","924",,3,"10.1080/08927014.2018.1515925","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85055674629&doi=10.1080%2f08927014.2018.1515925&partnerID=40&md5=e7db1c2b3a36b80d041b8ccb9f95f72d",08927014,,BFOUE,Article,"Final",,Scopus,2-s2.0-85055674629
"Lee S., Filatov M., Lee S., Choi C.H.","57194591254;7005134246;7601392651;7402958948;","Eliminating spin-contamination of spin-flip time dependent density functional theory within linear response formalism by the use of zeroth-order mixed-reference (MR) reduced density matrix",2018,"Journal of Chemical Physics","149","10", 104101,"","",,6,"10.1063/1.5044202","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85053197668&doi=10.1063%2f1.5044202&partnerID=40&md5=98803d491a65e57d1d0eea4346ce4c96",00219606,,JCPSA,Article,"Final",,Scopus,2-s2.0-85053197668
"Park H.-I., Park S.-Y.","57208366847;57194041850;","Smart Fluorescent Hydrogel Glucose Biosensing Microdroplets with Dual-Mode Fluorescence Quenching and Size Reduction",2018,"ACS Applied Materials and Interfaces","10","36",,"30172","30179",,9,"10.1021/acsami.8b10768","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85052869177&doi=10.1021%2facsami.8b10768&partnerID=40&md5=a98ed306b16fe4e2b98d64f99e1ce02e",19448244,,,Article,"Final",,Scopus,2-s2.0-85052869177
"Kwak S.G., Nandram B., Kim D.H.","56645812600;57203092655;57198636658;","Bayesian inference on contingency tables with uncertainty about independence for small areas",2018,"Journal of Applied Statistics","45","12",,"2145","2163",,2,"10.1080/02664763.2017.1413074","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85038365650&doi=10.1080%2f02664763.2017.1413074&partnerID=40&md5=df645aac59e55f936b31f55066829f1b",02664763,,,Article,"Final",,Scopus,2-s2.0-85038365650
"Choi S.-J., Piao S., Nagar H., Jung S.-B., Kim S., Lee I., Kim S.-M., Song H.-J., Shin N., Kim D.W., Irani K., Jeon B.H., Park J.-W., Kim C.-S.","57190140854;57191171058;55783047400;36120332600;55888865100;57200946142;57203773272;26535323600;56699607100;57204150578;7005237971;35292492700;35574514000;7409879141;","Isocitrate dehydrogenase 2 deficiency induces endothelial inflammation via p66sh-mediated mitochondrial oxidative stress",2018,"Biochemical and Biophysical Research Communications","503","3",,"1805","1811",,2,"10.1016/j.bbrc.2018.07.117","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85053163847&doi=10.1016%2fj.bbrc.2018.07.117&partnerID=40&md5=0d8a12f7e4bbd83f572f05ac841e7709",0006291X,,BBRCA,Article,"Final",,Scopus,2-s2.0-85053163847
"Devaraji P., Jo W.-K.","56378903400;7103322277;","Two-dimensional Mixed Phase Leaf-Ti 1-x Cu x O 2 Sheets Synthesized Based on a Natural Leaf Template for Increased Photocatalytic H 2 Evolution",2018,"ChemCatChem","10","17",,"3813","3823",,8,"10.1002/cctc.201800814","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85050931070&doi=10.1002%2fcctc.201800814&partnerID=40&md5=f1353a5504137ff6d94eeba9dbf693b8",18673880,,CHEMK,Article,"Final",,Scopus,2-s2.0-85050931070
"Rathore M.M.U., Gul M.J.J., Paul A., Khan A.A., Ahmad R.W., Rodrigues J., Bakiras S.","56650727000;57203752948;56650522400;57203846836;56486885900;25930566300;9632625700;","Multilevel Graph-Based Decision Making in Big Scholarly Data: An Approach to Identify Expert Reviewer, Finding Quality Impact Factor, Ranking Journals and Researchers",2018,"IEEE Transactions on Emerging Topics in Computing",,,,"","",,,"10.1109/TETC.2018.2869458","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85053142054&doi=10.1109%2fTETC.2018.2869458&partnerID=40&md5=87ba5973b0d5afb933ba06b175819d84",21686750,,,Article in Press,"Article in Press",,Scopus,2-s2.0-85053142054
"Adhikari G., Adhikari P., De Souza E.B., Carlin N., Choi S., Choi W., Djamal M., Ezeribe A.C., Ha C., Hahn I.S., Hubbard A.J.F., Jeon E.J., Jo J.H., Joo H.W., Kang W.G., Kang W.S., Kauer M., Kim H., Kim H.J., Kim K.W., Kim M.C., Kim N.Y., Kim S.K., Kim Y.D., Kim Y.H., Kudryavtsev V.A., Lee H.S., Lee J., Lee M.H., Lim K.E., Leonard D.S., Maruyama R.H., Mouton F., Na S., Olsen S.L., Park H.K., Park H.S., Park J.S., Park K.S., Pettus W., Prihtiadi H., Rott C., Scarff A., Spooner N.J.C., Thompson W.G., Yang L.","56811058500;45560951400;57200584326;7006320391;57199723894;56289177500;6506355194;56300952200;17342119700;57192312712;56425221500;57204519171;57194693808;56375205700;24401181300;57202839610;55196156000;57192675600;57191717302;55710561600;55164915300;55263267200;35227551100;16197477600;55699652800;55168152700;23477682800;57204797944;57198252944;56306616000;7201953933;9334469000;56663105600;57204435532;35227722100;10540776200;55360492900;36066090600;55722194000;55183750100;57188983477;35227850400;56300978900;7005922145;57200581630;57192656960;","The COSINE-100 data acquisition system",2018,"Journal of Instrumentation","13","9", P09006,"","",,5,"10.1088/1748-0221/13/09/P09006","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85055565968&doi=10.1088%2f1748-0221%2f13%2f09%2fP09006&partnerID=40&md5=382d39b72189a68693685f4f06d803db",17480221,,,Article,"Final",,Scopus,2-s2.0-85055565968
"Devaraji P., Jo W.-K.","56378903400;7103322277;","Noble metal free Fe and Cr dual-doped nanocrystalline titania (Ti1−x−yMx+yO2) for high selective photocatalytic conversion of benzene to phenol at ambient temperature",2018,"Applied Catalysis A: General","565",,,"1","12",,,"10.1016/j.apcata.2018.07.035","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85050862877&doi=10.1016%2fj.apcata.2018.07.035&partnerID=40&md5=62d4bd8c9640aad2c7930dde7d20c509",0926860X,,ACAGE,Article,"Final",,Scopus,2-s2.0-85050862877
"Jo W.-K., Kim Y.-G., Tonda S.","7103322277;57196174466;56114866900;","Hierarchical flower-like NiAl-layered double hydroxide microspheres encapsulated with black Cu-doped TiO 2 nanoparticles: Highly efficient visible-light-driven composite photocatalysts for environmental remediation",2018,"Journal of Hazardous Materials","357",,,"19","29",,12,"10.1016/j.jhazmat.2018.05.038","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85047646615&doi=10.1016%2fj.jhazmat.2018.05.038&partnerID=40&md5=6829ab0019f3aad2a096b6b5ac7553fa",03043894,,JHMAD,Article,"Final",,Scopus,2-s2.0-85047646615
"Bae J.-E., Hwang K.Y., Nam K.H.","57190605352;7402426879;13808340200;","Structural analysis of substrate recognition by glucose isomerase in Mn2+ binding mode at M2 site in S. rubiginosus",2018,"Biochemical and Biophysical Research Communications","503","2",,"770","775",,2,"10.1016/j.bbrc.2018.06.074","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85048509637&doi=10.1016%2fj.bbrc.2018.06.074&partnerID=40&md5=5be3d44aacdd4e011485919d0760b6c6",0006291X,,BBRCA,Article,"Final",,Scopus,2-s2.0-85048509637
"Park J.H., Ku H.J., Lee J.H., Park J.-W.","57191829680;55962774000;36067819400;35574514000;","Disruption of IDH2 attenuates lipopolysaccharide-induced inflammation and lung injury in an α-ketoglutarate-dependent manner",2018,"Biochemical and Biophysical Research Communications","503","2",,"798","802",,2,"10.1016/j.bbrc.2018.06.078","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85048466492&doi=10.1016%2fj.bbrc.2018.06.078&partnerID=40&md5=cac082d11c176f0e84b84779fcbf7c82",0006291X,,BBRCA,Article,"Final",,Scopus,2-s2.0-85048466492
"Park J., Yu H.-T.","56206565000;55913670000;","A Comparison of Approaches for Estimating Covariate Effects in Nonparametric Multilevel Latent Class Models",2018,"Structural Equation Modeling","25","5",,"778","790",,,"10.1080/10705511.2018.1448711","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85044921279&doi=10.1080%2f10705511.2018.1448711&partnerID=40&md5=75b85dc221998ff341dbe6f62b445c31",10705511,,,Article,"Final",,Scopus,2-s2.0-85044921279
"Baek H.S., Hoon Han M., Jin Kim Y., Hyun Cho M.","56689379700;57204070949;57204063789;55863518000;","Clinical Relevance of C4d Deposition in Pediatric Immunoglobulin A Nephropathy",2018,"Fetal and Pediatric Pathology","37","5",,"326","336",,1,"10.1080/15513815.2018.1504841","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85054387335&doi=10.1080%2f15513815.2018.1504841&partnerID=40&md5=5a2ec299bc4d126f065222cd86bae6e9",15513815,,,Review,"Final",,Scopus,2-s2.0-85054387335
"Lee J., Jung J.H., Kim W.W., Moon S.H., Jeong J.-H., Park J.-Y., Jeong J.Y., Lee H., Sohn I.-B., Kim C.H., Park H.Y.","37079213100;35109477700;26023273400;57200398427;24076188300;8630426800;35976205900;26660670700;15048850800;56338857000;56564377200;","Comparison of laser ablation using multidirectional and forward-firing fibers in breast cancer",2018,"Minimally Invasive Therapy and Allied Technologies","27","5",,"292","299",,2,"10.1080/13645706.2018.1427605","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85041099398&doi=10.1080%2f13645706.2018.1427605&partnerID=40&md5=3ac15191247b3b121e5a3fc12a656dd3",13645706,,MITAF,Article,"Final",,Scopus,2-s2.0-85041099398
"Kwon S., Kim B.C., Mun D., Han S.","56384805900;57191495002;23019305700;7405945481;","User-assisted integrated method for controlling level of detail of large-scale B-rep assembly models",2018,"International Journal of Computer Integrated Manufacturing","31","9",,"881","892",,1,"10.1080/0951192X.2018.1448114","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85042907402&doi=10.1080%2f0951192X.2018.1448114&partnerID=40&md5=293f54e6fdd6bba011fdddb1f25ca800",0951192X,,ICIME,Article,"Final",,Scopus,2-s2.0-85042907402
"Onofre R., Ha S.C., Yang C.J., Lee H.S., Lee J.Y., Yoo M.H., Park J.W., Kang B.C., Park H.J.","57195965521;57190374893;56019649500;56195004800;57202608969;22956750000;57040126000;57199669090;14032255500;","Prognostic roles of preoperative CT findings and air-bone gaps in type 1 tympanoplasty",2018,"Acta Oto-Laryngologica","138","9",,"795","800",,,"10.1080/00016489.2018.1478129","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85048858439&doi=10.1080%2f00016489.2018.1478129&partnerID=40&md5=40536d75308cedd3170121612e07330b",00016489,,AOLAA,Article,"Final",,Scopus,2-s2.0-85048858439
"Clament Sagaya Selvam N., Kim Y.G., Kim D.J., Hong W.-H., Kim W., Park S.H., Jo W.-K.","52163409000;57196174466;57201652080;7401527968;55581636400;54786002500;7103322277;","Reduced graphene oxide-mediated Z-scheme BiVO 4 /CdS nanocomposites for boosted photocatalytic decomposition of harmful organic pollutants",2018,"Science of the Total Environment","635",,,"741","749",,6,"10.1016/j.scitotenv.2018.04.169","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85045570241&doi=10.1016%2fj.scitotenv.2018.04.169&partnerID=40&md5=9ae45b8992ab5dae4c5955be277fa259",00489697,,STEVA,Article,"Final",,Scopus,2-s2.0-85045570241
"Park E.-M., Seo J.-H.","56352305900;57020497400;","Effects of exploration and exploitation activities on patent capacity and innovation performance: moderating effects of absorptive capacity",2018,"Indian Journal of Public Health Research and Development","9","9",,"1295","1302",,,"10.5958/0976-5506.2018.01172.5","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85055674002&doi=10.5958%2f0976-5506.2018.01172.5&partnerID=40&md5=4d1867b0471159d3181567d0cf21fd99",09760245,,,Article,"Final",,Scopus,2-s2.0-85055674002
"Do D.-T., Cha H., Nguyen B.L.-H., Kim H.-G.","57202470961;24450248400;57190840771;7410122126;","Two-Channel Interleaved Buck LED Driver Using Current-Balancing Capacitor",2018,"IEEE Journal of Emerging and Selected Topics in Power Electronics","6","3", 8377980,"1306","1313",,,"10.1109/JESTPE.2018.2845858","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85048488178&doi=10.1109%2fJESTPE.2018.2845858&partnerID=40&md5=8d553f932d6efcb739dc59eb80656510",21686777,,,Article,"Final",,Scopus,2-s2.0-85048488178
"Nguyen B.L.-H., Cha H., Kim H.-G.","57190840771;24450248400;7410122126;","Single-Phase Six-Switch Dual-Output Inverter Using Dual-Buck Structure",2018,"IEEE Transactions on Power Electronics","33","9",,"7894","7903",,,"10.1109/TPEL.2017.2774363","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85035814018&doi=10.1109%2fTPEL.2017.2774363&partnerID=40&md5=6455b6e5f8b36c176e8f508d17bbd802",08858993,,ITPEE,Article,"Final",,Scopus,2-s2.0-85035814018
"Mahardika D., Park H.-S., Choo K.-H.","57193669797;23036073200;7102083272;","Ferrihydrite-impregnated granular activated carbon (FH@GAC) for efficient phosphorus removal from wastewater secondary effluent",2018,"Chemosphere","207",,,"527","533",,7,"10.1016/j.chemosphere.2018.05.124","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85063247313&doi=10.1016%2fj.chemosphere.2018.05.124&partnerID=40&md5=41c872078c394695fd230491de9ce667",00456535,,CMSHA,Article,"Final",,Scopus,2-s2.0-85063247313
"Lee E.-J., Kim K.-W., Kim G.-H., Park C.-E., Choi J.-H.","55638601000;57190045930;57190662463;57190674428;56175157400;","High Light-Fastness Acid Dyes Synthesized from Corresponding Anthraquinone Chromophore Utilizing a Sulfonation Reaction. I. Dye Synthesis and Characterization",2018,"Fibers and Polymers","19","9",,"1791","1798",,,"10.1007/s12221-018-7947-z","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85054146681&doi=10.1007%2fs12221-018-7947-z&partnerID=40&md5=ad313afbe59cb0c4c8210e84a83b446b",12299197,,,Article,"Final",,Scopus,2-s2.0-85054146681
"Ohn J.-E., Ten L.N., Kim B.-O., Cho Y.-J., Jung H.-Y.","57201444030;6603039265;7501567571;55265396300;7403029383;","Hymenobacter rufus sp. Nov., a bacterium isolated from soil",2018,"International Journal of Systematic and Evolutionary Microbiology","68","9", 002934,"2983","2989",,2,"10.1099/ijsem.0.002934","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85053888587&doi=10.1099%2fijsem.0.002934&partnerID=40&md5=cf9a06c48edcbecc425db9da20c34ee6",14665026,,ISEMF,Article,"Final",,Scopus,2-s2.0-85053888587
"Cho J., Lee J.","57193627687;41561405700;","Internationalization and longevity of Korean SMEs: the moderating role of contingent factors",2018,"Asian Business and Management","17","4",,"260","285",,2,"10.1057/s41291-018-0040-z","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85049593911&doi=10.1057%2fs41291-018-0040-z&partnerID=40&md5=52ecc87ea2d01e70e3ae9ec3d48eb743",14724782,,,Article,"Final",,Scopus,2-s2.0-85049593911
"Seo H., Kim K.-J.","57189697998;55510867400;","Structural insight into molecular mechanism of cytokinin activating protein from Pseudomonas aeruginosa PAO1",2018,"Environmental Microbiology","20","9",,"3214","3223",,,"10.1111/1462-2920.14287","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85053264841&doi=10.1111%2f1462-2920.14287&partnerID=40&md5=58182ec3aebdda9ec5365abc1a9e23ed",14622912,,ENMIF,Article,"Final",,Scopus,2-s2.0-85053264841
"Seo M.-G., Ouh I.-O., Kwon O.-D., Kwak D.","53982155300;56096229500;7402195886;7007148758;","Molecular detection of Anaplasma phagocytophilum-like Anaplasma spp. and pathogenic A. Phagocytophilum in cattle from South Korea",2018,"Molecular Phylogenetics and Evolution","126",,,"23","30",,4,"10.1016/j.ympev.2018.04.012","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85045275147&doi=10.1016%2fj.ympev.2018.04.012&partnerID=40&md5=2553195ebe64863eefa9289b744260ad",10557903,,MPEVE,Article,"Final",,Scopus,2-s2.0-85045275147
"Cho D.-C., Park M.-K., Kim K.-T., Sung J.-K., Che X.","55859543400;55661966300;57201369790;8568620400;54792660600;","Analysis of Computed Tomography Scan After Anterior Odontoid Screw Fixation with the Herbert Screw: Is It Effective to Reduce Fracture Gap?",2018,"World Neurosurgery","117",,,"e631","e636",,,"10.1016/j.wneu.2018.06.102","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85049898560&doi=10.1016%2fj.wneu.2018.06.102&partnerID=40&md5=574a7fbc8aaa96e83c50cb5565061293",18788750,,,Article,"Final",,Scopus,2-s2.0-85049898560
"Lee S.Y., Do Y.W., Lee H.-J., Lee D.H.","56016177400;57189600352;57209403186;39561353900;","Iatrogenic Fracture of Filter Arm during Removal of Embedded Inferior Vena Cava Filter Using Endoscopic Forceps",2018,"Journal of Vascular and Interventional Radiology","29","9",,"1338","1340",,1,"10.1016/j.jvir.2018.02.026","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85051943166&doi=10.1016%2fj.jvir.2018.02.026&partnerID=40&md5=189c4191433675ac7bc1145df0a45610",10510443,,JVIRE,Letter,"Final",,Scopus,2-s2.0-85051943166
"Goh H., Han H., Park S., Kim C.-W., Kim H.","57203872684;57191519438;56843830300;57203871025;27169635900;","Localization of human motion using a 88 phased array antenna",2018,"Transactions of the Korean Institute of Electrical Engineers","67","9",,"1197","1201",,,"10.5370/KIEE.2018.67.9.1197","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85053341149&doi=10.5370%2fKIEE.2018.67.9.1197&partnerID=40&md5=7d0c0cad929492b5ba1c24b67e9190a1",19758359,,,Article,"Final",,Scopus,2-s2.0-85053341149
"Hwang D.-Y., Gu B.-G.","57203869823;50061273700;","Development of field current ripple compensating method by d-axis flux-linkage in WRSM",2018,"Transactions of the Korean Institute of Electrical Engineers","67","9",,"1165","1173",,,"10.5370/KIEE.2018.67.9.1165","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85053290069&doi=10.5370%2fKIEE.2018.67.9.1165&partnerID=40&md5=399f32f41f533f540f15d209dbc385f8",19758359,,,Article,"Final",,Scopus,2-s2.0-85053290069
"Yoo J.M., Dao P.D.Q., Cho C.S.","57104222400;57194217171;7403100019;","Copper-catalyzed CN Coupling and Cyclization of 2-(2-Bromophenyl)-1H-indoles with Primary Amides Leading to Indolo[1,2-c]quinazolines",2018,"Bulletin of the Korean Chemical Society","39","9",,"1105","1108",,,"10.1002/bkcs.11545","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85053272893&doi=10.1002%2fbkcs.11545&partnerID=40&md5=c130297c843669d8c3edebbbed37f931",02532964,,BKCSD,Article,"Final",,Scopus,2-s2.0-85053272893
"Davoudi M., Kim C.","55751125700;55508786300;","Evaluation of the axial crashworthiness of thin-walled structures with various and combined cross sections",2018,"Journal of Mechanical Science and Technology","32","9",,"4271","4281",,3,"10.1007/s12206-018-0825-1","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85053236325&doi=10.1007%2fs12206-018-0825-1&partnerID=40&md5=88b87a6a29fe913c673781bc9cc91f99",1738494X,,,Article,"Final",,Scopus,2-s2.0-85053236325
"Naing A.H., Kim C.K.","37112768100;7409880701;","Roles of R2R3-MYB transcription factors in transcriptional regulation of anthocyanin biosynthesis in horticultural plants",2018,"Plant Molecular Biology","98","1-2",,"","",,4,"10.1007/s11103-018-0771-4","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85052672409&doi=10.1007%2fs11103-018-0771-4&partnerID=40&md5=ce5d07278ceab64204be281ceebe982f",01674412,,PMBID,Review,"Final",,Scopus,2-s2.0-85052672409
"Aziz F., Mudasar R., Kim M.-H.","57197714203;57194382732;55686310000;","Exergetic and heat load optimization of high temperature organic Rankine cycle",2018,"Energy Conversion and Management","171",,,"48","58",,4,"10.1016/j.enconman.2018.05.094","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85047631002&doi=10.1016%2fj.enconman.2018.05.094&partnerID=40&md5=e7d7223783e3a3eab9287f2db6249f9d",01968904,,ECMAD,Article,"Final",,Scopus,2-s2.0-85047631002
"Kwon K.-R., Yeo S.-D.","57201116897;7101872251;","Growth retardation of diflunisal in antisolvent crystallization",2018,"Korean Journal of Chemical Engineering","35","9",,"1860","1866",,,"10.1007/s11814-018-0014-z","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85043476365&doi=10.1007%2fs11814-018-0014-z&partnerID=40&md5=a90ebbfff932d8f387f5ebb08f0ea837",02561115,,,Article,"Final",,Scopus,2-s2.0-85043476365
"Son S.H., Jeong S.Y., Chong G.O., Lee Y.H., Park S.-H., Lee C.-H., Hong C.M., Jeong J.H., Lee S.-W., Ahn B.-C., Lee J.","56596907400;36164032500;23099068000;37088851700;57203275843;57148992000;37050876700;55701537800;57196249819;7202791511;7601451907;","Prognostic value of pretreatment metabolic pet parameters in cervical cancer patients with metabolic complete response after concurrent chemoradiotherapy",2018,"Clinical Nuclear Medicine","43","9",,"e296","e303",,2,"10.1097/RLU.0000000000002188","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85051842661&doi=10.1097%2fRLU.0000000000002188&partnerID=40&md5=62e8583f005e6085df1b771209ec4606",03639762,,CNMED,Article,"Final",,Scopus,2-s2.0-85051842661
"Kim J.Y., Kim W.J., Lee S.B., Lee H.Y., Park G.Y., Urn I.C., Yeum J.H., Choi J.H.","57204593826;55730065200;57202266985;57204583090;57190136627;37048065600;6602257098;36076723600;","Poly(vinyl alcohol)/poly(ethylene terephthalate) composite nanofibers produced by coaxial electrospinning",2018,"Polymer (Korea)","42","5",,"800","805",,,"10.7317/pk.2018.42.5.800","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85056264019&doi=10.7317%2fpk.2018.42.5.800&partnerID=40&md5=41510ffb9e1364c2a939f378e0358087",0379153X,,,Article,"Final",,Scopus,2-s2.0-85056264019
"Lee H.-K., Kim J.-H., Oh W., Choi S.-J.","36465457300;57202860972;7201606916;35092044100;","Spontaneous reductive decomposition behavior of hydrogen permanganate in water for chemical decontamination of nuclear power plants",2018,"Journal of Radioanalytical and Nuclear Chemistry","317","3",,"1361","1366",,1,"10.1007/s10967-018-5994-y","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85049589779&doi=10.1007%2fs10967-018-5994-y&partnerID=40&md5=19cb9890f4efa715fad639067b9685bc",02365731,,JRNCD,Article,"Final",,Scopus,2-s2.0-85049589779
"Kim S.H., Kim M.J., Lee H.J., Cho S.H.","37039838900;55806806300;57202973909;55686242700;","Comparison of full- and half-dose image reconstruction with filtered back projection or sinogram-affirmed iterative reconstruction in dual-source single-energy MDCT urography",2018,"American Journal of Roentgenology","211","3",,"641","648",,,"10.2214/AJR.17.19370","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85052554566&doi=10.2214%2fAJR.17.19370&partnerID=40&md5=1a5017a60bdbe161a130718ce709cb4f",0361803X,,AJROA,Article,"Final",,Scopus,2-s2.0-85052554566
