Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,ISSN,ISBN,CODEN,Document Type,Publication Stage,Access Type,Source,EID
"Shim E.-J., Noh H.L., Lee K.-M., Hwang H., Son K.-L., Jung D., Kim W.-H., Kong S.-H., Suh Y.-S., Lee H.-J., Yang H.-K., Hahm B.-J.","36617933300;57192082861;57190249006;57193767727;56818573300;56034999700;35214770400;55641926600;39062470900;7501481303;7406557280;6601908426;","Trajectory of severity of postoperative delirium symptoms and its prospective association with cognitive function in patients with gastric cancer: results from a prospective observational study",2019,"Supportive Care in Cancer","27","8",,"2999","3006",,,"10.1007/s00520-018-4604-4","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85059629476&doi=10.1007%2fs00520-018-4604-4&partnerID=40&md5=501f991d35905ad4bc3807593c6957e1",09414355,,SCCAE,Article,"Final",,Scopus,2-s2.0-85059629476
"Ko E.-J., Oh Y.L., Kim H.Y., Eo W.K., Kim H., Kim K.H., Koh S.B., Ock M.S., Choi Y.H., Kim A., Choi H.H., Park E.J., Cha H.-J.","56911845400;57205502057;56677446100;26644058000;57020036400;55710570400;26026075800;6602659330;13407149200;55375572500;57208149036;7402224752;7103181639;","Correlation of constitutive photomorphogenic 1 (COP1) and p27 tumor suppressor protein expression in ovarian cancer",2019,"Genes and Genomics","41","8",,"879","884",,,"10.1007/s13258-019-00818-6","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85065035344&doi=10.1007%2fs13258-019-00818-6&partnerID=40&md5=e968b643e331262c5575ec7c2b1081dc",19769571,,,Article,"Final",,Scopus,2-s2.0-85065035344
"Ryu H., Lee W.Y., Kim J., Jang Y.-J.","57203719524;57203719827;50061608100;56517492000;","EFFECT of NITROGEN DOPING on FRICTION and WEAR PROPERTIES of THICK TETRAHEDRAL AMORPHOUS CARBON COATING",2019,"Surface Review and Letters","26","7", 1850226,"","",,,"10.1142/S0218625X18502268","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85052676977&doi=10.1142%2fS0218625X18502268&partnerID=40&md5=c37850d8cf40cb3d9c12d107beb8c83c",0218625X,,SRLEF,Article,"Final",,Scopus,2-s2.0-85052676977
"Yun S., Han M., Kim H.J., Kim H., Kang E., Kim S., Ahn C., Oh K.-H.","57207332083;55899659500;57190488225;57194217507;56577278700;57201923850;7201986669;57197270956;","Genetic risk score raises the risk of incidence of chronic kidney disease in Korean general population-based cohort",2019,"Clinical and Experimental Nephrology","23","8",,"995","1003",,,"10.1007/s10157-019-01731-8","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85064340943&doi=10.1007%2fs10157-019-01731-8&partnerID=40&md5=c403b5c988bc814949ab85969d79c561",13421751,,CENPF,Article,"Final",,Scopus,2-s2.0-85064340943
"Kim J.-G., Kim H.-H., Bae S.-J.","56287793200;57196215243;57210857405;","Akap12beta supports asymmetric heart development via modulating the Kupffer's vesicle formation in zebrafish",2019,"BMB reports","52","8",,"525","530",,,,"https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85071708415&partnerID=40&md5=8abdc1ebaf91e98e74c0c610fddf0458",1976670X,,,Note,"Final",,Scopus,2-s2.0-85071708415
"Gyak K.-W., Vishwakarma N.K., Hwang Y.-H., Kim J., Yun H.-S., Kim D.-P.","56958507300;57203547805;56924298800;57210438890;57210513068;56109750200;","3D-printed monolithic SiCN ceramic microreactors from a photocurable preceramic resin for the high temperature ammonia cracking process",2019,"Reaction Chemistry and Engineering","4","8",,"1393","1399",,,"10.1039/c9re00201d","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85070733385&doi=10.1039%2fc9re00201d&partnerID=40&md5=18932683bc5f28c4c83e2f1a712972d3",20589883,,,Article,"Final",,Scopus,2-s2.0-85070733385
"Park K., Hahm D., Choi J.O., Xu S., Kim H.-C., Lee S.","55620734100;6701762726;57209910609;57206775224;55739545700;55716530100;","Spatiotemporal variation in summer net community production in the Amundsen Sea Polynya: A self-organizing map analysis approach",2019,"Continental Shelf Research","184",,,"21","29",,,"10.1016/j.csr.2019.07.001","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85068803557&doi=10.1016%2fj.csr.2019.07.001&partnerID=40&md5=0d3c5a9429252e7dc49b8c635edbcd60",02784343,,CSHRD,Article,"Final",,Scopus,2-s2.0-85068803557
"Sim A., Park C., Kang N., Kim Y., Chun E.-J.","57202687346;57208055410;16309743300;55617437700;55237549500;","Effect of laser-assisted nitriding with a high-power diode laser on surface hardening of aluminum-containing martensitic steel",2019,"Optics and Laser Technology","116",,,"305","314",,,"10.1016/j.optlastec.2019.03.040","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85063661518&doi=10.1016%2fj.optlastec.2019.03.040&partnerID=40&md5=2093b6e2311be733e81c989afcf7b983",00303992,,OLTCA,Article,"Final",,Scopus,2-s2.0-85063661518
"Jo S.H., Kim M.E., Cho J.H., Lee Y., Lee J., Park Y.-D., Lee J.S.","57193901850;55602969100;57202891528;55556482900;56377510700;36111695400;57196141187;","Hesperetin inhibits neuroinflammation on microglia by suppressing inflammatory cytokines and MAPK pathways",2019,"Archives of Pharmacal Research","42","8",,"695","703",,,"10.1007/s12272-019-01174-5","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85069542061&doi=10.1007%2fs12272-019-01174-5&partnerID=40&md5=e8d2f55ee4b638eeeaf31b3e650811f1",02536269,,APHRD,Article,"Final",,Scopus,2-s2.0-85069542061
"Boonying W., Joselin A., Huang E., Qu D., Safarpour F., Iyirhiaro G.O., Gonzalez Y.R., Callaghan S.M., Slack R.S., Figeys D., Chung Y.-H., Park D.S.","55232457700;14008575400;35487752900;8786316800;16203880100;16039251200;24400615100;7003393304;35499344500;7005139451;26428037100;7403245679;","Pink1 regulates FKBP5 interaction with AKT/PHLPP and protects neurons from neurotoxin stress induced by MPP+",2019,"Journal of Neurochemistry","150","3",,"312","329",,1,"10.1111/jnc.14683","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85063722676&doi=10.1111%2fjnc.14683&partnerID=40&md5=58dd129cf58472f4ffd48f8ab2ddad87",00223042,,JONRA,Article,"Final",,Scopus,2-s2.0-85063722676
"Chang H.-J., Song S., Chang S.-A., Kim H.-K., Jung H.-O., Choi J.-H., Lee J.S., Kim K.-H., Jeong J.-O., Lee J.H., Kim D.-K.","57209124555;57209517086;24476517300;57020235200;8944633700;56399550000;56186949400;56150430800;7402045996;55919543600;35242609900;","Efficacy and Safety of Udenafil for the Treatment of Pulmonary Arterial Hypertension: a Placebo-controlled, Double-blind, Phase IIb Clinical Trial",2019,"Clinical Therapeutics","41","8",,"1499","1507",,,"10.1016/j.clinthera.2019.05.006","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85067123521&doi=10.1016%2fj.clinthera.2019.05.006&partnerID=40&md5=cf1489b8ad7e619f534e5210e76f415f",01492918,,CLTHD,Article,"Final",,Scopus,2-s2.0-85067123521
"Kim M.H., Hong S.-U., Kim H.-T., Seo H.-S., Kim K., Ko S.-G., Choi I.","55821921800;36198321200;57208901008;48662834500;37059026300;49863553200;36767194200;","A multicenter study on the efficacy and safety of So-Cheong-Ryong-Tang for perennial allergic rhinitis",2019,"Complementary Therapies in Medicine","45",,,"50","56",,,"10.1016/j.ctim.2019.05.018","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85066088459&doi=10.1016%2fj.ctim.2019.05.018&partnerID=40&md5=9f73d99f0efcd4efc9b03cc8681a82dd",09652299,,CTHME,Article,"Final",,Scopus,2-s2.0-85066088459
"Cho K.I., Kim B.H., Park Y.H., Ahn J.-C., Kim S.H., Chung W.J., Kim W., Sohn I.S., Shin J.H., Kim Y.J., Chang K., Yu C.W., Ahn S.H., Kim S.Y., Ryu J.K., Lee J.Y., Hong B.K., Hong T.J., Gyu Park C.","57206835759;56551637500;56339823900;8075743100;57208475803;36723733700;57209796217;14123968600;57210272315;57208662171;25521288100;54586299100;57209796387;25959172500;15133287000;24787752300;57199009729;35229921400;57210852144;","Efficacy and Safety of a Fixed-Dose Combination of Candesartan and Rosuvastatin on Blood Pressure and Cholesterol in Patients With Hypertension and Hypercholesterolemia: A Multicenter, Randomized, Double-Blind, Parallel Phase III Clinical Study",2019,"Clinical Therapeutics","41","8",,"1508","1521",,,"10.1016/j.clinthera.2019.05.007","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85068767709&doi=10.1016%2fj.clinthera.2019.05.007&partnerID=40&md5=2dcf328992badeb9b7df6812a0afeb28",01492918,,CLTHD,Article,"Final",,Scopus,2-s2.0-85068767709
"Lee H.-L., Park J.H., Choe H.-S., Lee M.-S., Park J.-M., Harada N., Sasaki Y., Yanai N., Kimizuka N., Zhu J., Bhang S.H., Kim J.-H.","57201197877;57210511328;57194003088;57201199786;57208135004;57210515813;57190340813;14920098200;7006771777;8232094500;14057699000;57203324828;","Upconverting Oil-Laden Hollow Mesoporous Silica Microcapsules for Anti-Stokes-Based Biophotonic Applications",2019,"ACS Applied Materials and Interfaces","11","30",,"26571","26580",,,"10.1021/acsami.9b06620","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85070849621&doi=10.1021%2facsami.9b06620&partnerID=40&md5=225ad55d9866e193a4821411d81d2245",19448244,,,Article,"Final",,Scopus,2-s2.0-85070849621
"Park T.-Y., Muralee Gopi C.V.V., Vinodh R., Kim H.-J.","57203710620;57194049974;35727964800;57191720417;","Facile synthesis of highly efficient V2O5@NiCo2O4 as battery-type electrode material for high-performance electrochemical supercapacitors",2019,"Journal of Materials Science: Materials in Electronics","30","14",,"13519","13524",,,"10.1007/s10854-019-01719-w","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85068075821&doi=10.1007%2fs10854-019-01719-w&partnerID=40&md5=b09bbfd03e09e2aa018defa22e0f41a8",09574522,,,Article,"Final",,Scopus,2-s2.0-85068075821
"Shin M., Na S., Lee J., Min B., Choi G.","57204359772;57199508263;57209503469;56599717000;55764581200;","Model analysis of a novel compressor with a dual chamber for high-efficiency systems",2019,"Applied Thermal Engineering","158",, 113717,"","",,,"10.1016/j.applthermaleng.2019.113717","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85067990407&doi=10.1016%2fj.applthermaleng.2019.113717&partnerID=40&md5=62008f46336172f3bc4217a8996f03e4",13594311,,ATENF,Article,"Final",,Scopus,2-s2.0-85067990407
"Kumar S., Han J.-A., Michael I.J., Ki D., Sunkara V., Park J., Gautam S., Ha H.K., Zhang L., Cho Y.-K.","56834751600;57210209056;57159370700;57210210534;23006820900;55512886700;57193061042;36854637400;9841902600;35177258200;","Human Platelet Membrane Functionalized Microchips with Plasmonic Codes for Cancer Detection",2019,"Advanced Functional Materials","29","30", 1902669,"","",,,"10.1002/adfm.201902669","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85069891584&doi=10.1002%2fadfm.201902669&partnerID=40&md5=272f37ab5e87e38947f87a437a56c66e",1616301X,,AFMDC,Article,"Final",,Scopus,2-s2.0-85069891584
"Ho Jin Y., Lee T., Kim J.R., Choi Y.-E., Park C.","57208030684;37027798300;8545413900;14031035300;16835308100;","Improved production of bacterial cellulose from waste glycerol through investigation of inhibitory effects of crude glycerol-derived compounds by Gluconacetobacter xylinus",2019,"Journal of Industrial and Engineering Chemistry","75",,,"158","163",,1,"10.1016/j.jiec.2019.03.017","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85063642598&doi=10.1016%2fj.jiec.2019.03.017&partnerID=40&md5=615ca1817086cb68e9a6b838692608f2",1226086X,,,Article,"Final",,Scopus,2-s2.0-85063642598
"Ranjkesh A., Yoon T.-H.","25641532700;7201604366;","Fabrication of a Single-Substrate Flexible Thermoresponsive Cholesteric Liquid-Crystal Film with Wavelength Tunability",2019,"ACS Applied Materials and Interfaces","11","29",,"26314","26322",,,"10.1021/acsami.9b05112","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85070485512&doi=10.1021%2facsami.9b05112&partnerID=40&md5=cc5fae23677e0feed81e7316dfd1145f",19448244,,,Article,"Final",,Scopus,2-s2.0-85070485512
"Lee W.-J., Wan Z., Kim C.-M., Oh I.-K., Harada R., Suzuki K., Choi E.-A., Kwon S.-H.","56090945200;55929942800;57193824094;57195761903;57195325459;57189224335;8302549300;26433618200;","Atomic Layer Deposition of Pt Thin Films Using Dimethyl (N, N-Dimethyl-3-Butene-1-Amine- N) Platinum and O2 Reactant",2019,"Chemistry of Materials","31","14",,"5056","5064",,,"10.1021/acs.chemmater.9b00675","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85070561441&doi=10.1021%2facs.chemmater.9b00675&partnerID=40&md5=250b5ec37362fe23840c88a0c6fa7726",08974756,,CMATE,Article,"Final",,Scopus,2-s2.0-85070561441
"Kim H., Kim B., Yu J.","56122090800;56131621100;35774991600;","Effect of HRT and external resistances on power generation of sidestream microbial fuel cell with CNT-coated SSM anode treating actual fermentation filtrate of municipal sludge",2019,"Science of the Total Environment","675",,,"390","396",,,"10.1016/j.scitotenv.2019.04.270","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85066057786&doi=10.1016%2fj.scitotenv.2019.04.270&partnerID=40&md5=b56bdda6bf7e9607a222b19da6a2224b",00489697,,STEVA,Article,"Final",,Scopus,2-s2.0-85066057786
"Park S.Y., Kang Z., Thapa P., Jin Y.S., Park J.W., Lim H.J., Lee J.Y., Lee S.-W., Seo M.-H., Kim M.-S., Jeong S.H.","57200548885;57209011815;57192940866;57209003316;55716961600;57209597852;56195895300;57209989394;55186688500;57207922614;35100528300;","Development of sorafenib loaded nanoparticles to improve oral bioavailability using a quality by design approach",2019,"International Journal of Pharmaceutics","566",,,"229","238",,,"10.1016/j.ijpharm.2019.05.064","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85066257096&doi=10.1016%2fj.ijpharm.2019.05.064&partnerID=40&md5=87cbd40a32505e2c87911516a6874d4f",03785173,,IJPHD,Article,"Final",,Scopus,2-s2.0-85066257096
"Kristianto I., Limarta S.O., Park Y.-K., Ha J.-M., Suh D.J., Jeong Y., Jae J.","57189661924;57193714074;16029749100;7202102895;7202639542;57205363480;57210669950;","Hydrothermal liquefaction of concentrated acid hydrolysis lignin in a bench-scale continuous stirred tank reactor",2019,"Energy and Fuels","33","7",,"6421","6428",,,"10.1021/acs.energyfuels.9b00954","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85070768252&doi=10.1021%2facs.energyfuels.9b00954&partnerID=40&md5=ada34e1999edfe87b84d30ebb0526ca5",08870624,,ENFUE,Article,"Final",,Scopus,2-s2.0-85070768252
"Son J.-H., Seo K.-H., Wang B.","55285921200;7201839229;55522621500;","Dynamical Control of the Tibetan Plateau on the East Asian Summer Monsoon",2019,"Geophysical Research Letters","46","13",,"7672","7679",,,"10.1029/2019GL083104","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85068924256&doi=10.1029%2f2019GL083104&partnerID=40&md5=f0f2f4e02b5072398bc1e28829a498f1",00948276,,GPRLA,Article,"Final",,Scopus,2-s2.0-85068924256
"Zhang W., Li S., Jin F.-F., Xie R., Liu C., Stuecker M.F., Xue A.","35119688900;57209689459;7201785152;55618500900;57208747715;35423103700;57209688363;","ENSO Regime Changes Responsible for Decadal Phase Relationship Variations Between ENSO Sea Surface Temperature and Warm Water Volume",2019,"Geophysical Research Letters","46","13",,"7546","7553",,,"10.1029/2019GL082943","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85068445492&doi=10.1029%2f2019GL082943&partnerID=40&md5=12308e9533b0c7f8959b14d3e4121e05",00948276,,GPRLA,Article,"Final",,Scopus,2-s2.0-85068445492
"Lee S., Lee S.H., Woo K., Kim Y.-J., Bak S.-Y., Yi M.","55983711100;57192520842;57208627323;57208629448;57208631135;36762473700;","Performance improvement of solution-processed InZnO thin film transistor with HfO2 vertical diffusion layer",2019,"Microelectronic Engineering","215",, 110999,"","",,,"10.1016/j.mee.2019.110999","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85066973741&doi=10.1016%2fj.mee.2019.110999&partnerID=40&md5=483884219e4da34ccd8ffd2ad9d4c9dd",01679317,,MIENE,Article,"Final",,Scopus,2-s2.0-85066973741
"Woo K., Lee S.H., Lee S., Bak S.-Y., Kim Y.-J., Yi M.","57208627323;57192520842;55983711100;57208631135;57208629448;36762473700;","Effect of interfacial InZnO conducting layer on electrical performance and bias stress stability of InAlZnO thin-film transistors",2019,"Microelectronic Engineering","215",, 111006,"","",,,"10.1016/j.mee.2019.111006","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85066094956&doi=10.1016%2fj.mee.2019.111006&partnerID=40&md5=0786be20cd767e2703b28982cd697ca4",01679317,,MIENE,Article,"Final",,Scopus,2-s2.0-85066094956
"Kang S.H., Lee J.W.","55568262600;57208307100;","The network connectedness of volatility spillovers across global futures markets",2019,"Physica A: Statistical Mechanics and its Applications","526",, 120756,"","",,1,"10.1016/j.physa.2019.03.121","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85064398795&doi=10.1016%2fj.physa.2019.03.121&partnerID=40&md5=862f653fef2c9cdd0ca032740ee8e29b",03784371,,PHYAD,Article,"Final",,Scopus,2-s2.0-85064398795
"Ryu H.W., Lee H.W., Jae J., Park Y.-K.","57203957337;56724797300;57205844769;16029749100;","Catalytic pyrolysis of lignin for the production of aromatic hydrocarbons: Effect of magnesium oxide catalyst",2019,"Energy","179",,,"669","675",,2,"10.1016/j.energy.2019.05.015","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85065840561&doi=10.1016%2fj.energy.2019.05.015&partnerID=40&md5=a1930a561f86e1b577714073ca67df12",03605442,,ENEYD,Article,"Final",,Scopus,2-s2.0-85065840561
"Kim M., Lim J., Kim S., Jee S., Park J., Park D.","57209002069;57209001795;57209010356;36598576600;57209009049;57204034660;","Large-eddy simulation with parabolized stability equations for turbulent transition using OpenFOAM",2019,"Computers and Fluids","189",,,"108","117",,,"10.1016/j.compfluid.2019.04.010","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85066247824&doi=10.1016%2fj.compfluid.2019.04.010&partnerID=40&md5=80045355f8fdab8142ccfcf81b1428ba",00457930,,CPFLB,Article,"Final",,Scopus,2-s2.0-85066247824
"Lee B., Choi D.-G., Chun B.Y., Oh E.H., Lee Y.-J., Kim U.-K., Park J.-S.","56384026400;55981889100;25644902100;57191658312;57208754876;7102248968;44061744500;","A family with a mild form of congenital nystagmus and optic disc coloboma caused by a novel PAX6 mutation",2019,"Gene","705",,,"177","180",,,"10.1016/j.gene.2019.04.035","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85065718279&doi=10.1016%2fj.gene.2019.04.035&partnerID=40&md5=f2b913bb0ab5fdaf17de07e4d205a579",03781119,,GENED,Article,"Final",,Scopus,2-s2.0-85065718279
"Son S.U., Seo S.B., Jang S., Choi J., Lim J.-W., Lee D.K., Kim H., Seo S., Kang T., Jung J., Lim E.-K.","57199167411;57208347981;57208347215;57189471656;57199151226;57203713168;57008431500;55189636300;12041363300;35104985000;35230166700;","Naked-eye detection of pandemic influenza a (pH1N1) virus by polydiacetylene (PDA)-based paper sensor as a point-of-care diagnostic platform",2019,"Sensors and Actuators, B: Chemical","291",,,"257","265",,2,"10.1016/j.snb.2019.04.081","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85064553894&doi=10.1016%2fj.snb.2019.04.081&partnerID=40&md5=dbab9279dff12dca3128d6ab3f2a1480",09254005,,SABCE,Article,"Final",,Scopus,2-s2.0-85064553894
"Eom C., Kaizoji T., Scalas E.","16416679600;6603679407;7003664476;","Fat tails in financial return distributions revisited: Evidence from the Korean stock market",2019,"Physica A: Statistical Mechanics and its Applications","526",, 121055,"","",,1,"10.1016/j.physa.2019.121055","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85064617442&doi=10.1016%2fj.physa.2019.121055&partnerID=40&md5=97672d03ba0cd07b0d51aa5d9ef8485d",03784371,,PHYAD,Article,"Final",,Scopus,2-s2.0-85064617442
"Balasingam S.K., Kundu M., Balakrishnan B., Kim H.-J., Svensson A.M., Jayasayee K.","55658056717;23485391600;57206180389;57191720417;55665877500;33367833800;","Hematite microdisks as an alternative anode material for lithium-ion batteries",2019,"Materials Letters","247",,,"163","166",,,"10.1016/j.matlet.2019.03.058","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85063370538&doi=10.1016%2fj.matlet.2019.03.058&partnerID=40&md5=269b18497fd15c157893cf5fa9e47708",0167577X,,MLETD,Article,"Final",,Scopus,2-s2.0-85063370538
"Linh V.T.N., Moon J., Mun C., Devaraj V., Oh J.-W., Park S.-G., Kim D.-H., Choo J., Lee Y.-I., Jung H.S.","57208224412;57208391455;56046756500;57188921494;12446035800;55154726900;57200401194;7006799883;8056002100;57183420800;","A facile low-cost paper-based SERS substrate for label-free molecular detection",2019,"Sensors and Actuators, B: Chemical","291",,,"369","377",,1,"10.1016/j.snb.2019.04.077","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85064631294&doi=10.1016%2fj.snb.2019.04.077&partnerID=40&md5=6e462b876e69c5f94ca9e6235721c20f",09254005,,SABCE,Article,"Final",,Scopus,2-s2.0-85064631294
"Senjanović I., Ančić I., Magazinović G., Alujević N., Vladimir N., Cho D.-S.","7005378439;56082119100;7801432622;24400629400;25646709700;7401737964;","Validation of analytical methods for the estimation of the torsional vibrations of ship power transmission systems",2019,"Ocean Engineering","184",,,"107","120",,,"10.1016/j.oceaneng.2019.04.016","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85066014804&doi=10.1016%2fj.oceaneng.2019.04.016&partnerID=40&md5=4ba36465c5d054e5f8de7b1227a38153",00298018,,,Article,"Final",,Scopus,2-s2.0-85066014804
"Kim T.Y., Yi N.H., Hwang J.W., Kim J.H., Kim G.H., Kang M.S.","57204418837;57204434667;56603543500;55891842200;35214772400;8092006700;","Morphologic pattern analysis of submucosal deformities identified by endoscopic ultrasonography for predicting the depth of invasion in early gastric cancer",2019,"Surgical Endoscopy","33","7",,"2169","2180",,,"10.1007/s00464-018-6496-2","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85055511433&doi=10.1007%2fs00464-018-6496-2&partnerID=40&md5=76b70fe12de897c1103cd483990937f9",09302794,,,Article,"Final",,Scopus,2-s2.0-85055511433
"Park J., Kim H.-D., Lee S.-H., Kwak C.-H., Chang Y.-C., Lee Y.-C., Chung T.-W., Magae J., Kim C.-H.","57206477334;57208569917;56714753100;56715132000;7501843107;36067817200;56803133900;7006107604;7409877266;","Ascochlorin induces caspase-independent necroptosis in LPS-stimulated RAW 264.7 macrophages",2019,"Journal of Ethnopharmacology","239",, 111898,"","",,,"10.1016/j.jep.2019.111898","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85065137966&doi=10.1016%2fj.jep.2019.111898&partnerID=40&md5=78180a4bf70bdd7196c1fd01a0c8425d",03788741,,JOETD,Article,"Final",,Scopus,2-s2.0-85065137966
"Pak K.Y., Park K.H., Park S.W., Byon I.S., Lee J.E.","56098649900;56344592000;57191670530;57194781556;35215855800;","Comparison between refractive outcomes between macula-on and macula-off retinal detachments after phaco-vitrectomy",2019,"Japanese Journal of Ophthalmology","63","4",,"310","316",,,"10.1007/s10384-019-00667-6","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85064625036&doi=10.1007%2fs10384-019-00667-6&partnerID=40&md5=9d4be178aa68fa0ed45e577a7c3eb3f0",00215155,,JJOPA,Article,"Final",,Scopus,2-s2.0-85064625036
"Yoo H.D., Jokisaari J.R., Yu Y.-S., Kwon B.J., Hu L., Kim S., Han S.-D., Lopez M., Lapidus S.H., Nolis G.M., Ingram B.J., Bolotin I., Ahmed S., Klie R.F., Vaughey J.T., Fister T.T., Cabana J.","55829858300;36108115100;57190021644;36061813400;55588000500;57190051138;55487846100;57209331526;26639414800;42061926000;7004405511;55568522299;57189726802;7004177649;35507960900;14031477100;15020118300;","Intercalation of magnesium into a layered vanadium oxide with high capacity",2019,"ACS Energy Letters","4","7",,"1528","1534",,,"10.1021/acsenergylett.9b00788","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85067402776&doi=10.1021%2facsenergylett.9b00788&partnerID=40&md5=cbc21dac3b4baf4ba971567c45876545",23808195,,,Article,"Final",,Scopus,2-s2.0-85067402776
"Hong J., Park S.-J., Kim S.","57205644200;57060960600;36008533700;","Synthesis and electrochemical characterization of nanostructured Ni-Co-MOF/graphene oxide composites as capacitor electrodes",2019,"Electrochimica Acta","311",,,"62","71",,2,"10.1016/j.electacta.2019.04.121","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85065106453&doi=10.1016%2fj.electacta.2019.04.121&partnerID=40&md5=750fdb120b8029b9fa3efd2ddf3fe300",00134686,,ELCAA,Article,"Final",,Scopus,2-s2.0-85065106453
"Hussain M., Rehan M., Ahn C.K., Hong K.-S., Saqib N.U.","10043873600;7801554330;8437989300;7402515710;13907857900;","Simultaneous design of AWC and nonlinear controller for uncertain nonlinear systems under input saturation",2019,"International Journal of Robust and Nonlinear Control","29","10",,"2877","2897",,,"10.1002/rnc.4529","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85063161406&doi=10.1002%2frnc.4529&partnerID=40&md5=54755342d01bb926c1ae8d0f2f18fc70",10498923,,IJRCE,Article,"Final",,Scopus,2-s2.0-85063161406
"Kim T.W.","57207944660;","Voting behavior in the South Korean presidential election – exploring the regional voting pattern",2019,"Asian Education and Development Studies","8","3",,"268","281",,,"10.1108/AEDS-01-2018-0009","https://www2.scopus.com/inward/record.uri?eid=2-s2.0-85063351325&doi=10.1108%2fAEDS-01-2018-0009&partnerID=40&md5=3181f8905c7009a42acea1c437b46007",20463162,,,Article,"Final",,Scopus,2-s2.0-85063351325
